"seqn","indfmmpi","indfmmpc","inq300","ind310"
131435,3.2,3,1,NA
131436,5,3,1,NA
131437,NA,NA,NA,NA
131438,5,3,1,NA
131439,1.11,1,1,NA
131440,5,3,1,NA
131441,NA,9,2,1
131442,2.34,3,7,NA
131443,0.6,1,2,1
131444,0.82,1,2,4
131445,0.48,1,2,1
131446,NA,NA,NA,NA
131447,4.94,3,1,NA
131448,NA,3,1,NA
131449,2.77,3,7,NA
131450,2.65,3,1,NA
131451,NA,9,1,NA
131452,NA,2,2,1
131453,1.72,2,2,4
131454,0.81,1,2,1
131455,NA,9,2,1
131456,4.53,3,1,NA
131457,NA,7,1,NA
131458,5,3,1,NA
131459,5,3,1,NA
131460,NA,3,2,1
131461,1.43,2,2,1
131462,0.82,1,2,1
131463,1.8,2,2,4
131464,NA,3,1,NA
131465,3.62,3,1,NA
131466,2.71,3,2,2
131467,3.07,3,1,NA
131468,5,3,2,3
131469,4.12,3,2,3
131470,1.56,2,2,4
131471,0.59,1,2,1
131472,3.6,3,1,NA
131473,NA,NA,NA,NA
131474,0.64,1,2,4
131475,3.17,3,1,NA
131476,2.94,3,2,1
131477,NA,NA,NA,NA
131478,0.97,1,2,1
131479,0.53,1,2,1
131480,NA,NA,NA,NA
131481,1.48,2,2,1
131482,5,3,1,NA
131483,4.87,3,2,5
131484,5,3,1,NA
131485,NA,7,2,77
131486,2.29,3,1,NA
131487,5,3,1,NA
131488,2.9,3,2,1
131489,0.66,1,2,1
131490,NA,9,9,NA
131491,5,3,2,5
131492,0.23,1,2,1
131493,1.6,2,2,1
131494,NA,9,2,1
131495,5,3,1,NA
131496,2.43,3,2,1
131497,1.29,1,2,1
131498,1.38,2,2,1
131499,NA,3,1,NA
131500,2.59,3,1,NA
131501,4.34,3,1,NA
131502,NA,1,9,NA
131503,3.47,3,2,1
131504,NA,2,2,1
131505,2.62,3,2,3
131506,1.9,3,1,NA
131507,0.97,1,2,1
131508,2.62,3,1,NA
131509,2.8,3,1,NA
131510,NA,3,1,NA
131511,0.36,1,2,1
131512,5,3,2,2
131513,2.53,3,1,NA
131514,NA,3,1,NA
131515,NA,NA,NA,NA
131516,NA,9,2,1
131517,0.58,1,2,2
131518,NA,NA,NA,NA
131519,NA,1,2,4
131520,0.88,1,2,1
131521,0.74,1,2,1
131522,5,3,1,NA
131523,1.48,2,2,1
131524,1.3,1,2,1
131525,NA,NA,NA,NA
131526,5,3,1,NA
131527,1.06,1,1,NA
131528,3.79,3,2,4
131529,NA,1,2,1
131530,3.11,3,1,NA
131531,0.63,1,2,1
131532,4.42,3,1,NA
131533,5,3,1,NA
131534,4.32,3,1,NA
131535,1.2,1,2,1
131536,0.52,1,2,1
131537,0.78,1,2,1
131538,5,3,1,NA
131539,5,3,1,NA
131540,5,3,1,NA
131541,1.52,2,2,1
131542,NA,NA,NA,NA
131543,NA,NA,NA,NA
131544,1.03,1,2,1
131545,NA,NA,NA,NA
131546,NA,NA,NA,NA
131547,NA,9,2,1
131548,2.22,3,1,NA
131549,2.61,3,2,2
131550,4.59,3,1,NA
131551,5,3,1,NA
131552,3.13,3,7,NA
131553,1.54,2,2,3
131554,4.86,3,1,NA
131555,0.27,1,2,1
131556,2.65,3,1,NA
131557,5,3,2,5
131558,NA,NA,NA,NA
131559,1.4,2,2,1
131560,2.03,3,2,4
131561,0.72,1,2,1
131562,2,3,1,NA
131563,NA,NA,NA,NA
131564,NA,NA,NA,NA
131565,2.21,3,2,3
131566,5,3,1,NA
131567,5,3,1,NA
131568,2.62,3,1,NA
131569,1.6,2,2,1
131570,2.19,3,2,1
131571,NA,NA,NA,NA
131572,NA,NA,NA,NA
131573,5,3,1,NA
131574,NA,1,2,1
131575,5,3,1,NA
131576,1.61,2,2,1
131577,4,3,1,NA
131578,NA,NA,NA,NA
131579,1.64,2,2,1
131580,0,1,2,1
131581,1.62,2,1,NA
131582,5,3,2,2
131583,0,1,2,1
131584,NA,NA,NA,NA
131585,4.32,3,2,4
131586,3.62,3,2,3
131587,5,3,1,NA
131588,1.56,2,1,NA
131589,0.72,1,1,NA
131590,4.8,3,1,NA
131591,1.94,3,2,2
131592,NA,3,1,NA
131593,NA,2,1,NA
131594,NA,1,1,NA
131595,3.53,3,2,2
131596,0.36,1,2,1
131597,2.96,3,2,3
131598,4.32,3,1,NA
131599,NA,1,2,1
131600,0,1,2,1
131601,3.7,3,1,NA
131602,1.65,2,1,NA
131603,NA,1,9,NA
131604,1.7,2,2,1
131605,0.99,1,2,5
131606,2.39,3,7,NA
131607,5,3,1,NA
131608,0.89,1,2,1
131609,NA,1,9,NA
131610,1.11,1,2,1
131611,5,3,1,NA
131612,NA,3,1,NA
131613,3.28,3,2,4
131614,3.29,3,1,NA
131615,2.34,3,2,3
131616,2.65,3,1,NA
131617,1.83,2,1,NA
131618,0.39,1,2,1
131619,1.25,1,2,1
131620,1.06,1,2,1
131621,1.85,2,2,4
131622,3.46,3,1,NA
131623,0.43,1,2,1
131624,1.51,2,2,1
131625,3.28,3,1,NA
131626,5,3,1,NA
131627,NA,1,2,1
131628,1.55,2,2,1
131629,4.77,3,2,2
131630,NA,1,2,3
131631,1.57,2,2,1
131632,0.46,1,2,1
131633,1.04,1,2,1
131634,NA,NA,NA,NA
131635,NA,1,2,1
131636,0,1,2,1
131637,0.89,1,2,1
131638,2.29,3,2,1
131639,0.82,1,2,1
131640,NA,NA,NA,NA
131641,NA,3,1,NA
131642,5,3,2,3
131643,4.26,3,1,NA
131644,1.69,2,2,1
131645,0.44,1,2,1
131646,2.21,3,2,1
131647,1.73,2,2,3
131648,0,1,2,1
131649,NA,NA,NA,NA
131650,1.04,1,2,1
131651,5,3,2,2
131652,0.74,1,2,1
131653,1.26,1,2,1
131654,0.75,1,2,1
131655,NA,NA,NA,NA
131656,2.41,3,1,NA
131657,NA,1,2,1
131658,3.86,3,1,NA
131659,1.45,2,2,2
131660,NA,1,2,1
131661,NA,3,1,NA
131662,5,3,1,NA
131663,1.15,1,1,NA
131664,5,3,1,NA
131665,1.19,1,2,1
131666,1.37,2,2,1
131667,5,3,1,NA
131668,1.11,1,2,1
131669,1.76,2,2,2
131670,1.61,2,2,1
131671,NA,NA,NA,NA
131672,NA,2,1,NA
131673,1.85,2,2,1
131674,5,3,1,NA
131675,4.92,3,2,3
131676,4.01,3,2,1
131677,NA,9,2,1
131678,1.04,1,2,1
131679,5,3,1,NA
131680,2.6,3,2,2
131681,NA,NA,NA,NA
131682,0.89,1,2,1
131683,0.96,1,2,1
131684,3.39,3,1,NA
131685,5,3,1,NA
131686,NA,9,2,1
131687,NA,NA,NA,NA
131688,2.59,3,1,NA
131689,2.01,3,1,NA
131690,5,3,1,NA
131691,NA,9,9,NA
131692,1.85,2,2,1
131693,2.38,3,2,3
131694,3.97,3,1,NA
131695,4.43,3,1,NA
131696,0.98,1,2,2
131697,1.38,2,2,1
131698,2.03,3,2,1
131699,5,3,2,4
131700,3.04,3,1,NA
131701,1.59,2,1,NA
131702,0.37,1,1,NA
131703,2.62,3,1,NA
131704,1.05,1,2,1
131705,5,3,1,NA
131706,1.11,1,2,4
131707,1.31,2,2,1
131708,5,3,1,NA
131709,1.85,2,1,NA
131710,2.74,3,2,1
131711,NA,9,9,NA
131712,1.6,2,2,1
131713,2.19,3,1,NA
131714,0,1,1,NA
131715,NA,1,2,1
131716,3.47,3,1,NA
131717,2.54,3,1,NA
131718,NA,1,2,1
131719,1.18,1,2,1
131720,2,3,1,NA
131721,1.2,1,2,1
131722,1.39,2,2,1
131723,4.59,3,1,NA
131724,5,3,1,NA
131725,0.69,1,2,1
131726,4.87,3,2,1
131727,4.42,3,2,1
131728,5,3,1,NA
131729,NA,NA,NA,NA
131730,2.56,3,7,NA
131731,5,3,1,NA
131732,NA,3,1,NA
131733,0.42,1,2,1
131734,5,3,1,NA
131735,1.21,1,2,1
131736,4.19,3,1,NA
131737,NA,NA,NA,NA
131738,NA,NA,NA,NA
131739,0.97,1,2,1
131740,1.77,2,2,1
131741,NA,9,2,1
131742,1.71,2,2,1
131743,0.41,1,2,1
131744,2.81,3,1,NA
131745,2.9,3,1,NA
131746,5,3,1,NA
131747,NA,NA,NA,NA
131748,NA,NA,NA,NA
131749,3.17,3,1,NA
131750,NA,NA,NA,NA
131751,NA,NA,NA,NA
131752,5,3,1,NA
131753,1.97,3,2,1
131754,0.85,1,2,1
131755,NA,1,2,1
131756,1.08,1,2,1
131757,3.73,3,2,2
131758,0.43,1,2,1
131759,1.91,3,2,4
131760,NA,NA,NA,NA
131761,4.68,3,1,NA
131762,1.48,2,2,1
131763,5,3,1,NA
131764,1.3,1,2,1
131765,1.03,1,1,NA
131766,0.48,1,2,3
131767,NA,9,9,NA
131768,0,1,2,1
131769,5,3,1,NA
131770,2.59,3,2,2
131771,NA,NA,NA,NA
131772,NA,9,2,1
131773,1.66,2,2,1
131774,0.77,1,2,4
131775,3.87,3,1,NA
131776,2.8,3,1,NA
131777,2.59,3,2,2
131778,1.11,1,2,4
131779,0.6,1,2,1
131780,NA,NA,NA,NA
131781,0.92,1,2,1
131782,NA,3,1,NA
131783,3.86,3,2,1
131784,2.22,3,2,1
131785,5,3,1,NA
131786,5,3,1,NA
131787,1.77,2,2,1
131788,0.68,1,2,1
131789,NA,3,2,99
131790,4.17,3,2,3
131791,1.48,2,2,3
131792,1.45,2,1,NA
131793,1.15,1,2,1
131794,0.27,1,2,1
131795,NA,7,7,NA
131796,1.95,3,2,4
131797,NA,3,1,NA
131798,2.69,3,2,1
131799,1.12,1,2,1
131800,2.07,3,2,1
131801,1.04,1,2,1
131802,5,3,1,NA
131803,NA,3,1,NA
131804,5,3,1,NA
131805,0.92,1,2,1
131806,NA,NA,NA,NA
131807,NA,1,2,1
131808,NA,3,1,NA
131809,0.78,1,2,1
131810,1.2,1,2,1
131811,NA,NA,NA,NA
131812,1.12,1,1,NA
131813,NA,3,1,NA
131814,5,3,2,1
131815,NA,1,1,NA
131816,3.7,3,1,NA
131817,NA,NA,NA,NA
131818,2.61,3,1,NA
131819,NA,NA,NA,NA
131820,1.71,2,1,NA
131821,1.9,3,1,NA
131822,5,3,1,NA
131823,3.97,3,1,NA
131824,NA,2,2,2
131825,NA,1,2,1
131826,0,1,2,1
131827,1.81,2,2,2
131828,NA,2,2,3
131829,1.56,2,2,1
131830,NA,3,1,NA
131831,1.4,2,1,NA
131832,NA,NA,NA,NA
131833,1.77,2,2,4
131834,0.53,1,2,1
131835,NA,NA,NA,NA
131836,1.49,2,2,1
131837,3.04,3,1,NA
131838,1.19,1,2,1
131839,1.51,2,1,NA
131840,1.8,2,1,NA
131841,2.62,3,1,NA
131842,4.24,3,2,4
131843,NA,NA,NA,NA
131844,2.19,3,2,1
131845,0.59,1,2,1
131846,0.48,1,2,1
131847,5,3,1,NA
131848,1.82,2,1,NA
131849,3.97,3,2,99
131850,1,1,2,1
131851,5,3,1,NA
131852,0,1,2,1
131853,3.23,3,1,NA
131854,1.15,1,2,2
131855,5,3,1,NA
131856,1.82,2,2,3
131857,NA,NA,NA,NA
131858,1.11,1,2,1
131859,4.1,3,1,NA
131860,NA,NA,NA,NA
131861,1.26,1,2,1
131862,2.59,3,2,3
131863,NA,NA,NA,NA
131864,5,3,1,NA
131865,NA,3,1,NA
131866,NA,NA,NA,NA
131867,5,3,1,NA
131868,NA,3,2,1
131869,1.21,1,2,1
131870,2.43,3,1,NA
131871,0,1,2,1
131872,NA,1,2,1
131873,0.86,1,2,1
131874,5,3,1,NA
131875,1.49,2,1,NA
131876,5,3,1,NA
131877,3.53,3,1,NA
131878,2.59,3,1,NA
131879,NA,NA,NA,NA
131880,0.62,1,2,1
131881,2.16,3,1,NA
131882,NA,NA,NA,NA
131883,1.64,2,2,1
131884,3.38,3,1,NA
131885,1.35,2,2,1
131886,5,3,1,NA
131887,NA,3,9,NA
131888,1.64,2,2,1
131889,2.07,3,2,4
131890,NA,9,9,NA
131891,3.91,3,2,3
131892,1.73,2,1,NA
131893,0.6,1,2,1
131894,2.86,3,1,NA
131895,0.86,1,2,5
131896,1.96,3,1,NA
131897,NA,NA,NA,NA
131898,NA,3,2,4
131899,3.41,3,1,NA
131900,2.05,3,2,3
131901,NA,NA,NA,NA
131902,3.26,3,2,4
131903,NA,1,9,NA
131904,3.28,3,1,NA
131905,0.31,1,2,1
131906,0.12,1,1,NA
131907,0.89,1,2,1
131908,NA,NA,NA,NA
131909,NA,2,2,2
131910,5,3,1,NA
131911,3.36,3,2,3
131912,1.31,2,2,1
131913,NA,3,9,NA
131914,3.13,3,2,1
131915,2.43,3,2,1
131916,NA,NA,NA,NA
131917,NA,NA,NA,NA
131918,4.32,3,1,NA
131919,0.63,1,2,1
131920,5,3,1,NA
131921,NA,NA,NA,NA
131922,0.66,1,2,1
131923,0.71,1,2,1
131924,0.48,1,2,1
131925,1.64,2,2,1
131926,3.38,3,1,NA
131927,2.38,3,9,NA
131928,1.3,1,1,NA
131929,0.83,1,2,1
131930,0.68,1,2,1
131931,NA,NA,NA,NA
131932,0.79,1,2,1
131933,0.41,1,2,1
131934,0.33,1,2,1
131935,3.14,3,2,3
131936,3.44,3,2,1
131937,0.92,1,2,1
131938,NA,3,2,1
131939,5,3,1,NA
131940,3.39,3,1,NA
131941,1.04,1,2,1
131942,0,1,2,1
131943,NA,NA,NA,NA
131944,NA,3,1,NA
131945,NA,3,2,1
131946,4.78,3,1,NA
131947,2.9,3,2,3
131948,2.64,3,1,NA
131949,4.83,3,1,NA
131950,4.1,3,2,2
131951,2.55,3,1,NA
131952,NA,1,2,1
131953,1.22,1,1,NA
131954,1.41,2,2,1
131955,0.86,1,2,1
131956,NA,NA,NA,NA
131957,1.3,1,2,1
131958,0.88,1,2,4
131959,NA,NA,NA,NA
131960,1.12,1,2,1
131961,NA,3,7,NA
131962,0.83,1,2,1
131963,NA,1,2,1
131964,NA,NA,NA,NA
131965,1.59,2,7,NA
131966,3.87,3,2,5
131967,2.66,3,2,1
131968,1.77,2,1,NA
131969,5,3,1,NA
131970,1.86,3,2,1
131971,1.49,2,9,NA
131972,NA,1,2,1
131973,0.92,1,2,1
131974,2.47,3,2,1
131975,4.59,3,1,NA
131976,1.86,3,1,NA
131977,NA,3,7,NA
131978,3.41,3,2,2
131979,4.32,3,1,NA
131980,NA,2,2,1
131981,NA,NA,NA,NA
131982,0.67,1,2,1
131983,NA,NA,NA,NA
131984,5,3,1,NA
131985,NA,NA,NA,NA
131986,2.71,3,2,3
131987,3.44,3,2,2
131988,4.26,3,2,1
131989,NA,9,1,NA
131990,0,1,1,NA
131991,0.98,1,2,2
131992,3.04,3,1,NA
131993,NA,1,2,1
131994,5,3,1,NA
131995,NA,NA,NA,NA
131996,3.6,3,2,1
131997,0.71,1,1,NA
131998,NA,NA,NA,NA
131999,1.51,2,2,1
132000,0,1,2,1
132001,3.96,3,1,NA
132002,2.05,3,2,1
132003,NA,2,2,1
132004,0.67,1,2,1
132005,0.45,1,2,1
132006,2.9,3,2,1
132007,1.97,3,2,1
132008,0.9,1,2,1
132009,NA,3,1,NA
132010,5,3,1,NA
132011,NA,NA,NA,NA
132012,0.92,1,2,1
132013,5,3,1,NA
132014,0.78,1,2,1
132015,1.12,1,2,1
132016,NA,NA,NA,NA
132017,5,3,1,NA
132018,5,3,1,NA
132019,2.86,3,1,NA
132020,0.25,1,2,1
132021,5,3,1,NA
132022,NA,NA,NA,NA
132023,1.16,1,2,1
132024,0.18,1,2,1
132025,NA,NA,NA,NA
132026,NA,3,1,NA
132027,2,3,1,NA
132028,NA,3,1,NA
132029,NA,3,1,NA
132030,5,3,1,NA
132031,3,3,2,3
132032,5,3,1,NA
132033,4,3,2,2
132034,NA,NA,NA,NA
132035,NA,3,1,NA
132036,NA,NA,NA,NA
132037,3.97,3,1,NA
132038,0.94,1,2,1
132039,0.6,1,2,1
132040,2.14,3,2,2
132041,NA,2,2,4
132042,NA,NA,NA,NA
132043,3.7,3,2,3
132044,0.97,1,2,5
132045,5,3,1,NA
132046,5,3,1,NA
132047,3.51,3,1,NA
132048,1.3,1,2,1
132049,3.65,3,1,NA
132050,1.34,2,2,1
132051,NA,3,2,1
132052,5,3,1,NA
132053,5,3,1,NA
132054,NA,NA,NA,NA
132055,2.43,3,1,NA
132056,0.59,1,2,2
132057,0.86,1,2,1
132058,NA,3,1,NA
132059,NA,1,2,1
132060,4.83,3,1,NA
132061,2.63,3,1,NA
132062,5,3,1,NA
132063,1.38,2,1,NA
132064,5,3,2,1
132065,NA,NA,NA,NA
132066,0.64,1,9,NA
132067,2.06,3,1,NA
132068,0.87,1,2,1
132069,1.37,2,2,1
132070,NA,1,2,1
132071,5,3,1,NA
132072,2.47,3,2,1
132073,2.62,3,1,NA
132074,1.97,3,2,1
132075,1.44,2,1,NA
132076,1.85,2,1,NA
132077,2.43,3,2,1
132078,0.69,1,2,2
132079,3.93,3,1,NA
132080,1.64,2,1,NA
132081,1.71,2,2,3
132082,NA,NA,NA,NA
132083,NA,1,2,2
132084,5,3,1,NA
132085,NA,NA,NA,NA
132086,1.48,2,2,1
132087,NA,NA,NA,NA
132088,0.79,1,2,1
132089,4.43,3,1,NA
132090,2.65,3,2,2
132091,5,3,1,NA
132092,0.84,1,2,1
132093,5,3,1,NA
132094,4.26,3,2,5
132095,NA,3,1,NA
132096,NA,NA,NA,NA
132097,4.1,3,1,NA
132098,3.09,3,1,NA
132099,NA,1,2,1
132100,2.34,3,1,NA
132101,5,3,1,NA
132102,2.9,3,2,3
132103,5,3,1,NA
132104,2.39,3,1,NA
132105,0.94,1,2,1
132106,2.61,3,2,4
132107,0.79,1,2,1
132108,NA,NA,NA,NA
132109,1.78,2,1,NA
132110,1.32,2,2,1
132111,NA,NA,NA,NA
132112,NA,2,1,NA
132113,1.97,3,2,4
132114,NA,NA,NA,NA
132115,NA,NA,NA,NA
132116,3.7,3,1,NA
132117,0.18,1,2,1
132118,NA,NA,NA,NA
132119,4.82,3,1,NA
132120,3.03,3,1,NA
132121,0.77,1,2,1
132122,5,3,1,NA
132123,NA,NA,NA,NA
132124,NA,NA,NA,NA
132125,1.98,3,2,1
132126,NA,NA,NA,NA
132127,5,3,1,NA
132128,5,3,1,NA
132129,0.04,1,2,1
132130,1.71,2,1,NA
132131,3.46,3,1,NA
132132,NA,NA,NA,NA
132133,5,3,1,NA
132134,2.13,3,1,NA
132135,1.32,2,2,4
132136,NA,NA,NA,NA
132137,1.45,2,1,NA
132138,NA,9,2,1
132139,0.74,1,2,1
132140,NA,9,2,1
132141,NA,3,1,NA
132142,0.68,1,2,1
132143,NA,1,2,1
132144,1.47,2,2,1
132145,0,1,1,NA
132146,3.2,3,1,NA
132147,0,1,1,NA
132148,3.1,3,1,NA
132149,2.62,3,1,NA
132150,5,3,1,NA
132151,5,3,1,NA
132152,1.3,1,1,NA
132153,1.41,2,2,1
132154,NA,3,1,NA
132155,NA,3,2,2
132156,NA,2,1,NA
132157,1.47,2,2,1
132158,1.57,2,2,5
132159,5,3,1,NA
132160,0.55,1,2,1
132161,3.89,3,1,NA
132162,0.83,1,2,1
132163,4.87,3,2,77
132164,NA,1,2,1
132165,5,3,1,NA
132166,5,3,1,NA
132167,NA,NA,NA,NA
132168,3.83,3,2,1
132169,3.08,3,1,NA
132170,NA,NA,NA,NA
132171,1.2,1,2,1
132172,0.88,1,1,NA
132173,4,3,1,NA
132174,1.89,3,2,2
132175,1.54,2,2,1
132176,NA,3,2,1
132177,4.94,3,2,1
132178,0.93,1,2,1
132179,3.04,3,2,2
132180,5,3,1,NA
132181,5,3,1,NA
132182,0.99,1,2,5
132183,NA,NA,NA,NA
132184,NA,9,2,1
132185,3.28,3,2,1
132186,NA,7,7,NA
132187,0.79,1,2,1
132188,NA,1,2,1
132189,0,1,1,NA
132190,3.04,3,2,1
132191,1.97,3,2,1
132192,NA,2,1,NA
132193,1.15,1,2,1
132194,0.49,1,2,1
132195,1.85,2,2,3
132196,1.45,2,2,3
132197,5,3,1,NA
132198,2.8,3,1,NA
132199,2.73,3,2,1
132200,NA,1,2,1
132201,1.83,2,1,NA
132202,5,3,1,NA
132203,1.77,2,2,1
132204,1.11,1,2,1
132205,4.1,3,1,NA
132206,3.6,3,1,NA
132207,3.23,3,1,NA
132208,4,3,1,NA
132209,3.01,3,1,NA
132210,3.6,3,1,NA
132211,0.97,1,2,1
132212,5,3,1,NA
132213,NA,NA,NA,NA
132214,0.09,1,2,1
132215,3.46,3,2,3
132216,1.76,2,2,3
132217,3.07,3,2,1
132218,NA,NA,NA,NA
132219,1.37,2,2,1
132220,1.98,3,2,1
132221,1.37,2,2,1
132222,NA,NA,NA,NA
132223,NA,NA,NA,NA
132224,3,3,1,NA
132225,NA,NA,NA,NA
132226,1.77,2,2,1
132227,0.92,1,2,1
132228,NA,NA,NA,NA
132229,NA,3,2,77
132230,NA,NA,NA,NA
132231,2.21,3,2,1
132232,0.78,1,2,1
132233,2.81,3,1,NA
132234,0.04,1,2,1
132235,1.83,2,1,NA
132236,1.59,2,1,NA
132237,3.86,3,1,NA
132238,3.91,3,1,NA
132239,2.06,3,2,1
132240,4.42,3,2,2
132241,1.02,1,2,3
132242,1.12,1,2,1
132243,5,3,1,NA
132244,1.36,2,2,77
132245,1.86,3,2,1
132246,1.04,1,2,2
132247,5,3,1,NA
132248,1.48,2,2,2
132249,NA,NA,NA,NA
132250,NA,NA,NA,NA
132251,4,3,1,NA
132252,5,3,1,NA
132253,2.53,3,1,NA
132254,5,3,1,NA
132255,0.48,1,2,1
132256,1.59,2,2,1
132257,NA,NA,NA,NA
132258,0.86,1,2,1
132259,4.2,3,1,NA
132260,5,3,2,4
132261,3.39,3,1,NA
132262,2.41,3,1,NA
132263,NA,NA,NA,NA
132264,NA,NA,NA,NA
132265,0.84,1,2,2
132266,5,3,1,NA
132267,NA,3,1,NA
132268,1.57,2,2,1
132269,5,3,1,NA
132270,NA,1,2,1
132271,0.91,1,1,NA
132272,NA,NA,NA,NA
132273,0.78,1,2,1
132274,1.4,2,2,1
132275,3.19,3,1,NA
132276,5,3,1,NA
132277,5,3,1,NA
132278,4.26,3,1,NA
132279,NA,NA,NA,NA
132280,5,3,1,NA
132281,1.84,2,2,1
132282,NA,1,7,NA
132283,3.38,3,1,NA
132284,1.76,2,2,2
132285,NA,9,2,1
132286,0,1,2,1
132287,NA,NA,NA,NA
132288,1.98,3,2,3
132289,0.82,1,2,1
132290,NA,NA,NA,NA
132291,1.22,1,1,NA
132292,NA,NA,NA,NA
132293,1.47,2,2,1
132294,3.53,3,2,1
132295,1.37,2,2,1
132296,0.88,1,2,1
132297,1.04,1,2,1
132298,5,3,1,NA
132299,5,3,1,NA
132300,NA,NA,NA,NA
132301,NA,NA,NA,NA
132302,NA,7,7,NA
132303,1.83,2,1,NA
132304,1.4,2,2,1
132305,1.31,2,2,3
132306,1.38,2,2,1
132307,1.45,2,2,1
132308,1.19,1,2,1
132309,3.13,3,1,NA
132310,2.29,3,2,1
132311,0.33,1,2,1
132312,5,3,1,NA
132313,0.44,1,2,1
132314,2.61,3,1,NA
132315,1.24,1,1,NA
132316,0.49,1,2,3
132317,NA,NA,NA,NA
132318,4.35,3,1,NA
132319,3.85,3,1,NA
132320,5,3,1,NA
132321,0.44,1,2,4
132322,5,3,1,NA
132323,5,3,1,NA
132324,1.65,2,1,NA
132325,NA,3,1,NA
132326,NA,NA,NA,NA
132327,0.46,1,2,1
132328,NA,9,2,1
132329,2.73,3,2,1
132330,1.35,2,2,1
132331,NA,NA,NA,NA
132332,3.44,3,2,77
132333,2.22,3,7,NA
132334,4.69,3,2,2
132335,0.7,1,2,1
132336,2.08,3,2,3
132337,3.46,3,2,5
132338,0.8,1,2,1
132339,5,3,1,NA
132340,0.75,1,2,1
132341,3.28,3,1,NA
132342,1.3,1,2,3
132343,NA,9,9,NA
132344,3.54,3,2,3
132345,NA,NA,NA,NA
132346,NA,NA,NA,NA
132347,2.61,3,2,2
132348,5,3,1,NA
132349,2.04,3,2,1
132350,3.28,3,2,3
132351,4.26,3,1,NA
132352,NA,NA,NA,NA
132353,5,3,1,NA
132354,5,3,1,NA
132355,4.32,3,1,NA
132356,0.62,1,2,1
132357,NA,NA,NA,NA
132358,3.41,3,2,5
132359,5,3,1,NA
132360,1.04,1,2,1
132361,NA,7,1,NA
132362,NA,NA,NA,NA
132363,1.16,1,1,NA
132364,0,1,2,2
132365,2.38,3,9,NA
132366,4.42,3,1,NA
132367,4.69,3,1,NA
132368,3.65,3,1,NA
132369,2.34,3,2,2
132370,3.16,3,1,NA
132371,NA,NA,NA,NA
132372,2.19,3,1,NA
132373,5,3,1,NA
132374,NA,NA,NA,NA
132375,4.87,3,1,NA
132376,4.42,3,1,NA
132377,3.95,3,2,1
132378,3.46,3,1,NA
132379,NA,1,2,1
132380,3.04,3,1,NA
132381,4.92,3,1,NA
132382,NA,NA,NA,NA
132383,1.31,2,2,1
132384,0.68,1,2,1
132385,1.58,2,2,1
132386,2.33,3,2,4
132387,NA,NA,NA,NA
132388,1.71,2,1,NA
132389,2.8,3,1,NA
132390,5,3,1,NA
132391,5,3,1,NA
132392,1.3,1,2,3
132393,5,3,1,NA
132394,5,3,1,NA
132395,1.31,2,2,1
132396,0.72,1,2,1
132397,NA,2,1,NA
132398,NA,1,2,4
132399,0.59,1,2,1
132400,1.4,2,2,1
132401,0.69,1,2,1
132402,3.46,3,2,5
132403,NA,2,2,3
132404,4.34,3,1,NA
132405,1.02,1,2,3
132406,3.09,3,2,2
132407,5,3,1,NA
132408,NA,3,1,NA
132409,1.05,1,2,99
132410,3.46,3,1,NA
132411,5,3,1,NA
132412,0,1,1,NA
132413,1.59,2,2,1
132414,NA,1,2,1
132415,5,3,1,NA
132416,0,1,2,4
132417,5,3,1,NA
132418,1.6,2,2,1
132419,0.26,1,1,NA
132420,1.45,2,2,2
132421,3.93,3,2,1
132422,1.12,1,2,1
132423,0.33,1,2,3
132424,0.53,1,2,1
132425,NA,3,7,NA
132426,2.03,3,1,NA
132427,5,3,1,NA
132428,0.97,1,2,1
132429,2.29,3,2,3
132430,NA,NA,NA,NA
132431,5,3,1,NA
132432,2.05,3,2,1
132433,0.92,1,2,1
132434,3.93,3,1,NA
132435,NA,2,2,1
132436,0.98,1,2,1
132437,2.09,3,2,1
132438,1.09,1,2,1
132439,0,1,2,1
132440,3.07,3,2,4
132441,5,3,1,NA
132442,NA,NA,NA,NA
132443,5,3,2,4
132444,2.43,3,2,5
132445,0.74,1,2,1
132446,NA,3,1,NA
132447,1.62,2,2,1
132448,1.53,2,2,1
132449,NA,9,2,1
132450,1.54,2,2,1
132451,NA,NA,NA,NA
132452,NA,NA,NA,NA
132453,0.75,1,2,1
132454,4.1,3,1,NA
132455,1.08,1,2,2
132456,1.65,2,2,1
132457,1.98,3,2,1
132458,2.41,3,1,NA
132459,4.26,3,1,NA
132460,3.46,3,2,4
132461,1.16,1,2,5
132462,2.27,3,1,NA
132463,3.93,3,2,1
132464,NA,3,1,NA
132465,0.15,1,2,1
132466,1.49,2,2,1
132467,5,3,1,NA
132468,3.28,3,1,NA
132469,0.55,1,1,NA
132470,1.19,1,2,1
132471,1.3,1,2,1
132472,2.17,3,2,3
132473,4.83,3,1,NA
132474,5,3,1,NA
132475,NA,NA,NA,NA
132476,5,3,1,NA
132477,0.74,1,2,1
132478,NA,NA,NA,NA
132479,2.39,3,1,NA
132480,0.78,1,2,1
132481,2.8,3,2,1
132482,0.91,1,2,3
132483,2.74,3,1,NA
132484,0.35,1,2,1
132485,1.45,2,2,1
132486,1.73,2,1,NA
132487,5,3,2,2
132488,3.65,3,1,NA
132489,NA,1,2,1
132490,0.48,1,2,1
132491,0.74,1,2,1
132492,3.86,3,1,NA
132493,5,3,1,NA
